"Categoria";"Decorrenza";"Scadenza";"Stato File";"Anno Scadenza";"Anno Stipula";"Tipologia";"Anno Decorrenza";"Codice CCNL";"Stipula";"Ultimo vigente";
"RADIO TELEVISIONE: Aziende private";"01/01/2004";"31/12/2007";"C";"2007";"2005";"Testo definitivo";"2004";"G099050";"27/04/2005";"";
"SPETTACOLO Esercizi Pubblici: Artisti a tempo determinato";"01/05/2003";"30/04/2007";"C";"2007";"2005";"Testo definitivo";"2003";"G351";"27/04/2005";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"C";"";"2006";"Verbale integrativo";"";"J257060";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"01/01/2002";"31/12/2005";"C";"2005";"2006";"Accordo di rinnovo";"2002";"J257061";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"C";"";"2006";"Verbale integrativo";"";"J257062";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"C";"";"2006";"Verbale integrativo";"";"J257063";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"C";"";"2006";"Verbale integrativo";"";"J267060";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Operativa";"01/01/2002";"31/12/2005";"C";"2005";"2006";"Accordo di rinnovo";"2002";"J267061";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"C";"";"2006";"Verbale integrativo";"";"J267062";"27/04/2006";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"C";"";"2006";"Verbale integrativo";"";"J267063";"27/04/2006";"";
"ALIMENTARISTI: Artigiane";"01/01/2010";"31/12/2012";"F";"2012";"2010";"Testo definitivo";"2010";"E015";"27/04/2010";"SI";
"TERZIARO E SERVIZI - CNAI-UCICT";"01/01/1992";"31/12/1994";"C";"1994";"1992";"Testo definitivo";"1992";"H018";"27/05/1992";"";
"SOCCORSO E ASSISTENZA STRADALE";"";"";"C";"";"1996";"Verbale integrativo";"";"IC81961";"27/05/1996";"";
"DISCOGRAFICI - VIDEOFONOGRAFICI";"01/07/1997";"30/06/2001";"C";"2001";"1998";"Testo definitivo";"1997";"G421980";"27/05/1998";"";
"FERROVIE: Dipendenti Addetti ai Servizi";"01/06/1999";"31/12/1999";"C";"1999";"1999";"Accordo di rinnovo";"1999";"I351990";"27/05/1999";"";
"AGRICOLTURA: Impiegati";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Accordo di rinnovo";"2004";"A021040";"27/05/2004";"";
"AGRICOLTURA: Impiegati";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"A021041";"27/05/2004";"";
"OCCHIALI: Industrie";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Accordo di rinnovo";"2004";"D271040";"27/05/2004";"";
"COMMERCIO E SERVIZI: Dirigenti";"01/01/2003";"31/12/2006";"C";"2006";"2004";"Testo definitivo";"2003";"H021041";"27/05/2004";"";
"ISTITUZIONI E SERVIZI SOCIO-ASSISTENZIALI (UNEBA)";"01/01/2002";"31/12/2005";"C";"2005";"2004";"Testo definitivo";"2002";"T141040";"27/05/2004";"";
"SANITA': Medici di Medicina Generale";"01/01/2006";"31/12/2009";"F";"2009";"2009";"Accordo di rinnovo";"2006";"S241";"27/05/2009";"SI";
"SANITA': Medici Pediatri";"01/01/2006";"31/12/2009";"F";"2009";"2009";"Accordo di rinnovo";"2006";"S251";"27/05/2009";"SI";
"SANITA': Medici professionisti ambulatoriali";"01/01/2006";"31/12/2009";"F";"2009";"2009";"Accordo di rinnovo";"2006";"S271";"27/05/2009";"SI";
"CHIMICO FARMACEUTICA e AFFINI: Industrie";"01/01/2010";"31/12/2012";"I";"2012";"2010";"Accordo di rinnovo";"2010";"B011";"27/05/2010";"";
"LEGNO  ARREDAMENTO: Industrie";"01/04/2010";"31/03/2013";"I";"2013";"2010";"Accordo di rinnovo";"2010";"F051";"27/05/2010";"SI";
"CALZATURE: P.M.I.";"01/06/1991";"30/06/1995";"C";"1995";"1991";"Testo definitivo";"1991";"D128910";"27/06/1991";"";
"SCUOLE MATERNE NON STATALI";"01/09/1990";"31/12/1993";"C";"1993";"1991";"Testo definitivo";"1990";"T271910";"27/06/1991";"";
"DISCOGRAFICI - VIDEOFONOGRAFICI";"01/07/1995";"30/06/1997";"C";"1997";"1995";"Economico 2. biennio";"1995";"G421950";"27/06/1995";"";
"OMBRELLI OMBRELLONI ...: Industrie";"01/07/1996";"30/06/1999";"C";"1999";"1996";"Testo definitivo";"1996";"D251960";"27/06/1996";"";
"SANITA': Comparto Pubblico";"01/01/1996";"31/12/1997";"C";"1997";"1996";"Economico 2. biennio";"1996";"S211960";"27/06/1996";"";
"AUTOTRASPORTI E SPEDIZIONI IN CONTO TERZI";"";"";"C";"";"2002";"Verbale integrativo";"";"I132020";"27/06/2002";"";
"ORTOFRUTTA E AGRUMI (Import - Export )";"";"";"C";"";"2003";"Verbale integrativo";"";"H341031";"27/06/2003";"";
"PROPRIETARI FABBRICATI (Dipendenti): Piccoli proprietari";"01/07/2003";"30/06/2006";"C";"2006";"2003";"Testo definitivo";"2003";"H402030";"27/06/2003";"";
"SISTEMAZIONI IDRAULICO FORESTALI";"01/01/2006";"31/12/2009";"C";"2009";"2007";"Accordo di rinnovo";"2006";"A181070";"27/06/2007";"";
"AGRICOLTURA: Operai e Florovivaisti";"01/01/2010";"31/12/2013";"I";"2013";"2011";"Accordo di rinnovo";"2010";"A012";"27/06/2011";"SI";
"TERZIARO E SERVIZI - CNAI-UCICT";"01/07/2012";"30/06/2015";"I";"2015";"2012";"Testo definitivo";"2012";"H018";"27/06/2012";"SI";
"TESSILI ABBIGLIAMENTO - CALZATURE: Artigiane";"01/07/1988";"30/06/1991";"C";"1991";"1988";"Testo definitivo";"1988";"D015880";"27/07/1988";"";
"CHIMICA E AFFINI (Piccola e Media Impresa)";"01/09/1990";"31/08/1993";"C";"1993";"1990";"Testo definitivo";"1990";"B018900";"27/07/1990";"";
"PILOTI Collaudatori Dip. da Az. di Costruzioni Aerospaziali";"01/07/1990";"30/06/1993";"C";"1993";"1990";"Accordo di rinnovo";"1990";"I8A2900";"27/07/1990";"";
"PILOTI Collaudatori Dip. da Az. di Costruzioni Aerospaziali";"01/07/1990";"30/06/1993";"C";"1993";"1990";"Testo definitivo";"1990";"I8A2901";"27/07/1990";"";
"MARITTIMI: Navi da Crociera";"01/08/1991";"31/08/1994";"C";"1994";"1992";"Testo definitivo";"1991";"I641920";"27/07/1992";"";
"FARMACIE PRIVATE";"01/02/1994";"31/01/1998";"C";"1998";"1994";"Testo definitivo";"1994";"H121940";"27/07/1994";"";
"TESSILI ABBIGLIAMENTO - CALZE E MAGLIE: Industrie";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D012951";"27/07/1995";"";
"TESSILI TESSITURA SETA  FTA E SINT.: Industrie";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D031950";"27/07/1995";"";
"TESSILI LANA  Feltro  Art.da Caccia: Industrie";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D041950";"27/07/1995";"";
"TESSILI SETA: Fil. Cascami  Trattura e Torcitura  Fil. Serica";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D051950";"27/07/1995";"";
"TESSILI COTONE  CANAPA  LINO: Industrie";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D081950";"27/07/1995";"";
"TESSILI TINTORIE  STAMPERIE  FINITURA: Industrie";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D0I1950";"27/07/1995";"";
"PANIFICAZIONE: CONFESERCENTI";"01/08/1995";"31/07/1999";"C";"1999";"1995";"Accordo di rinnovo";"1995";"E028950";"27/07/1995";"";
"PANIFICAZIONE: CONFESERCENTI";"01/08/1995";"31/07/1999";"C";"1999";"1995";"Testo definitivo";"1995";"E028951";"27/07/1995";"";
"FERROVIE: Addetti ai Servizi in appalto";"01/01/1995";"31/12/1996";"C";"1996";"1995";"Accordo di rinnovo";"1995";"I361950";"27/07/1995";"";
"ASSICURAZIONI: Agenzie in gestione libera (SNA)";"01/01/1992";"31/12/1996";"C";"1996";"1995";"Testo definitivo";"1992";"J141950";"27/07/1995";"";
"TESSILI VARI: Industrie";"01/07/1995";"30/06/1999";"C";"1999";"1997";"Testo definitivo";"1995";"D0H1950";"27/07/1997";"";
"GIORNALISTI: RAI (estensione CCNL)";"";"";"C";"";"1998";"Verbale integrativo";"";"G032980";"27/07/1998";"";
"CARTARIE E CARTOTECNICHE: P.M.I.";"01/07/1999";"31/12/2000";"C";"2000";"1999";"Economico 2. biennio";"1999";"G028990";"27/07/1999";"";
"AEREI: Personale di Terra - servizi di catering";"01/01/1999";"31/12/2003";"C";"2003";"1999";"Testo definitivo";"1999";"I852990";"27/07/1999";"";
"ORTOFRUTTA E AGRUMI (Import - Export )";"01/01/2001";"31/12/2002";"C";"2002";"2001";"Economico 2. biennio";"2001";"H341010";"27/07/2001";"";
"AMMINISTRATORI DI CONDOMINIO";"01/04/2001";"31/12/2002";"C";"2002";"2001";"Verbale integrativo";"2001";"H404011";"27/07/2001";"";
"SERVIZI ASSISTENZIALI: Personale MISERICORDIE";"01/01/2001";"31/12/2001";"C";"2001";"2001";"Testo definitivo";"2001";"T181010";"27/07/2001";"";
"SETTORI VARI IMPRESE MINORI (CNAI-UNAPI-ANCL)";"01/08/2001";"31/07/2005";"C";"2005";"2001";"Testo definitivo";"2001";"V911010";"27/07/2001";"SI";
"ENTI PUBBLICI NON ECONOMICI";"";"";"C";"";"2005";"Verbale integrativo";"";"S511050";"27/07/2005";"";
"COMUNICAZIONE D'IMPRESA";"01/01/2006";"31/12/2007";"C";"2007";"2006";"Economico 2. biennio";"2006";"G086060";"27/07/2006";"";
"PELLI E SUCCEDANEI: Industrie";"01/04/2010";"31/03/2013";"C";"2013";"2010";"Accordo di rinnovo";"2010";"D111";"27/07/2010";"SI";
"DIRIGENTI e QUADRI (FENAPI)";"01/01/2011";"31/12/2013";"F";"2013";"2011";"Testo definitivo";"2011";"V101";"27/07/2011";"SI";
"AGENTI IMMOBILIARI PROFESSIONALI E MANDATARI";"01/01/2011";"31/12/2013";"I";"2013";"2011";"Accordo di rinnovo";"2011";"H0B1";"27/07/2011";"SI";
"AGENTI IMMOBILIARI PROFESSIONALI E MANDATARI";"01/01/2011";"31/12/2013";"I";"2013";"2011";"Accordo di rinnovo";"2011";"H0B1";"27/07/2011";"SI";
"GIORNALI E QUOTIDIANI: Direttori e Dirigenti";"";"";"C";"";"2002";"Verbale integrativo";"";"G051021";"27/08/2002";"";
"PELLI E SUCCEDANEI: P.M.I.";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D118950";"27/09/1995";"";
"CALZATURE: P.M.I.";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D128950";"27/09/1995";"";
"LATERIZI E MANUF. IN CEMENTO: Industrie";"01/10/1999";"30/09/2003";"C";"2003";"1999";"Accordo di rinnovo";"1999";"F021990";"27/09/1999";"";
"LATERIZI E MANUF. IN CEMENTO: Industrie";"01/10/1999";"30/09/2003";"C";"2003";"1999";"Testo definitivo";"1999";"F021991";"27/09/1999";"";
"LAMPADE E VALVOLE TERMOJONICHE";"01/09/2000";"31/08/2002";"C";"2002";"2000";"Economico 2. biennio";"2000";"B142000";"27/09/2000";"";
"SANITA': Dipendenti AVIS";"01/01/2002";"31/12/2005";"C";"2005";"2004";"Testo definitivo";"2002";"T031040";"27/09/2004";"";
"BANCARI: Casse Rurali e Artigiane - Credito Cooperativo";"27/09/2005";"31/12/2005";"C";"2005";"2005";"Accordo di rinnovo";"2005";"J271050";"27/09/2005";"";
"AGRICOLTURA: Operai e Florovivaisti";"01/01/2006";"31/12/2009";"C";"2009";"2006";"Accordo di rinnovo";"2006";"A012060";"27/09/2006";"";
"COMMERCIO E SERVIZI: Dirigenti";"01/01/2011";"31/12/2013";"C";"2013";"2011";"Accordo di rinnovo";"2011";"H021";"27/09/2011";"SI";
"CONSORZI AGRARI: Dirigenti";"01/01/1995";"31/12/1996";"C";"1996";"1995";"Economico 2. biennio";"1995";"A151950";"27/10/1995";"";
"EDILI: Artigiane";"01/10/1995";"31/12/1998";"C";"1998";"1995";"Accordo di rinnovo";"1995";"F015950";"27/10/1995";"";
"LAPIDEI (Estr. e Lavoraz.): Artigiane";"01/10/1995";"30/09/1999";"C";"1999";"1995";"Accordo di rinnovo";"1995";"F045950";"27/10/1995";"";
"LATERIZI E MANUF. IN CEMENTO: P.M.I.";"01/10/1999";"30/09/2003";"C";"2003";"1999";"Accordo di rinnovo";"1999";"F028990";"27/10/1999";"";
"LATERIZI E MANUF. IN CEMENTO: P.M.I.";"01/10/1999";"30/09/2003";"C";"2003";"1999";"Testo definitivo";"1999";"F028991";"27/10/1999";"";
"CEMENTO  CALCE  GESSO: P.M.I.";"01/08/1999";"31/07/2003";"C";"2003";"1999";"Accordo di rinnovo";"1999";"F038990";"27/10/1999";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/07/2002";"30/06/2006";"C";"2006";"2003";"Testo definitivo";"2002";"G211030";"27/10/2003";"";
"LAVORATORI IN SOMMINISTRAZIONE";"01/01/2008";"31/10/2012";"C";"2012";"2008";"Testo definitivo";"2008";"V221";"27/10/2008";"SI";
"ASSICURAZIONI: Autonomi Agenzie INA-ASSITALIA";"01/01/1987";"31/12/1990";"F";"1990";"1986";"Testo definitivo";"1987";"J181860";"27/11/1986";"";
"AGRICOLTURA: Operai e Florovivaisti;AGRICOLTURA: Operai e Florovivaisti";"01/01/1990";"31/12/1993";"C";"1993";"1991";"Testo definitivo";"1990";"A011910";"27/11/1991";"";
"AGENTI DI COMMERCIO (Sett. Commercio)";"";"";"C";"";"1992";"Verbale integrativo";"";"H091920";"27/11/1992";"";
"METALMECCANICA: Artigiane";"01/07/1996";"30/06/2000";"C";"2000";"1997";"Accordo di rinnovo";"1996";"C015970";"27/11/1997";"";
"METALMECCANICA: Artigiane";"01/07/1996";"30/06/2000";"C";"2000";"1997";"Testo definitivo";"1996";"C015971";"27/11/1997";"";
"DIRIGENTI: P.M.I.";"13/04/1995";"31/12/1999";"C";"1999";"1997";"Testo definitivo";"1995";"V022970";"27/11/1997";"";
"AUTOFERROTRANVIERI";"01/01/2000";"31/12/2003";"C";"2003";"2000";"Accordo di rinnovo";"2000";"I022000";"27/11/2000";"";
"CEMENTO  CALCE  GESSO: P.M.I.";"01/08/2001";"31/07/2003";"C";"2003";"2001";"Economico 2. biennio";"2001";"F038010";"27/11/2001";"";
"LAPIDEI (Estr. e Lavoraz.): PMI";"01/10/2001";"30/09/2003";"C";"2003";"2001";"Economico 2. biennio";"2001";"F048010";"27/11/2001";"";
"AUTOTRASPORTO E SPEDIZIONE MERCI (FAI)";"01/07/1994";"31/12/1998";"C";"1998";"1998";"Testo definitivo";"1994";"I133980";"28/01/1998";"";
"SOCIETA' D'INTERMEDIAZIONE MOBILIARE";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"J2F1020";"28/01/2002";"";
"ENTI PREVIDENZIALI PRIVATIZZATI: Dirigenti";"01/01/2001";"31/12/2003";"C";"2003";"2003";"Economico 2. biennio";"2001";"T412030";"28/01/2003";"";
"CHIMICA E AFFINI (Piccola e Media Impresa)";"01/01/2008";"31/12/2009";"C";"2009";"2008";"Economico 2. biennio";"2008";"B018080";"28/01/2008";"";
"SOTTOPRODOTTI DELLA MACELLAZIONE";"01/06/2007";"31/05/2011";"C";"2011";"2008";"Accordo di rinnovo";"2007";"E031";"28/01/2008";"";
"STUDI Professionali";"";"";"C";"";"2008";"Verbale Integrativo";"";"H442080";"28/01/2008";"";
"Az. Artigiane di Lavanderie  Tintorie  affini (CEPA-CONFIMPRESEITALIA-USAE)";"02/03/2011";"01/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"D0M0";"28/01/2011";"SI";
"Aziende Artigiane Alimentari (CEPA-CONFIMPRESEITALIA-USAE)";"02/03/2011";"01/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"E011";"28/01/2011";"SI";
"Aziende Artigiane del Legno ed Affini (CEPA-CONFIMPRESEITALIA-USAE)";"02/03/2011";"01/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"F066";"28/01/2011";"SI";
"Aziende Artigiane Odontotecniche (CEPA-CONFIMPRESEITALIA-USAE)";"02/03/2011";"01/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"H491";"28/01/2011";"SI";
"Aziende Artigiane di Parrucchieri  Barbieri ed Estetica (CEPA-CONFIMPRESEITALIA-USAE)";"02/03/2011";"01/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"H524";"28/01/2011";"SI";
"AGENZIE SICUREZZA SUSSIDIARIA E ISTITUTI INVESTIGATIVI";"01/01/2011";"31/12/2013";"I";"2013";"2011";"Accordo di rinnovo";"2011";"HV40";"28/01/2011";"SI";
"PULIZIA: Aziende artigiane di pulimento e multiservizi (CEPA-CONFIMPRESEITALIA-USAE)";"02/03/2011";"01/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"K556";"28/01/2011";"SI";
"BANCARI: Casse Rurali e Artigiane - Credito Cooperativo";"28/02/1991";"30/04/1993";"C";"1993";"1991";"Testo definitivo";"1991";"J271910";"28/02/1991";"";
"SCUOLE PRIVATE (Istituti Ecclesiastici - AGIDAE)";"01/01/2000";"31/12/2001";"C";"2001";"2000";"Economico 2. biennio";"2000";"T241000";"28/02/2000";"";
"CHIMICA GOMMA PLASTICA E VETRO: Artigiane";"01/03/2002";"";"C";"";"2002";"Verbale integrativo";"2002";"B015021";"28/02/2002";"";
"BANCARI: Casse Rurali - Credito Cooperativo: Dirigenti (Cooperative)";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"J282020";"28/02/2002";"";
"Concessionari Servizi Tributi: Dirigenti";"28/02/2002";"31/12/2003";"C";"2003";"2002";"Accordo di rinnovo";"2002";"J352020";"28/02/2002";"";
"Concessionari Servizi Tributi: Dirigenti";"28/02/2002";"31/12/2003";"C";"2003";"2002";"Testo definitivo";"2002";"J352021";"28/02/2002";"";
"SANITA': Personale non medico area privata";"01/01/2004";"31/12/2005";"C";"2005";"2007";"Economico 2. biennio";"2004";"T011073";"28/02/2007";"";
"CHIMICO FARMACEUTICA e AFFINI: Industrie";"01/01/2008";"31/12/2009";"C";"2009";"2008";"Economico 2. biennio";"2008";"B011";"28/02/2008";"";
"AUTOFERROTRANVIERI";"";"";"C";"";"1996";"Verbale integrativo";"";"I022960";"28/03/1996";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"01/01/1994";"31/12/1997";"C";"1997";"1996";"Testo definitivo";"1994";"J257960";"28/03/1996";"";
"BANCARI: Banca D'Italia - carriera Operativa";"01/01/1994";"31/12/1997";"C";"1997";"1996";"Testo definitivo";"1994";"J267960";"28/03/1996";"";
"BANCARI: UFF. ITALIANO CAMBI Direttivi e Operativi";"01/01/1994";"31/12/1997";"C";"1997";"1996";"Testo definitivo";"1994";"J2B3960";"28/03/1996";"";
"UNIVERSITA'";"01/01/2004";"31/12/2005";"C";"2005";"2006";"Economico 2. biennio";"2004";"S331060";"28/03/2006";"";
"PIASTRELLE E REFRATTARI: Industrie";"01/07/2006";"30/06/2010";"C";"2010";"2007";"Accordo di rinnovo";"2006";"B122070";"28/03/2007";"";
"PIASTRELLE E REFRATTARI: Industrie";"01/07/2006";"30/06/2010";"C";"2010";"2007";"Testo definitivo";"2006";"B122071";"28/03/2007";"";
"EDITORIE E GRAFICA (Fotografi ed Affini): Artigiane";"01/01/2005";"31/12/2008";"C";"2008";"2007";"Accordo di rinnovo";"2005";"G015070";"28/03/2007";"";
"EDITORIE E GRAFICA (Fotografi ed Affini): Artigiane";"01/01/2005";"31/12/2008";"F";"2008";"2007";"Testo definitivo";"2005";"G015";"28/03/2007";"";
"EDITORIA E GRAFICA: Industrie";"01/05/2008";"31/03/2012";"C";"2012";"2008";"Accordo di rinnovo";"2008";"G011";"28/03/2008";"";
"EDITORIA E GRAFICA: Industrie";"01/05/2008";"31/03/2012";"C";"2012";"2008";"Testo definitivo";"2008";"G011";"28/03/2008";"";
"EDILI: imprese artigiane e PMI - CONFIMIT-CONFIMPRESA-CONFSAL";"01/04/2011";"31/03/2014";"I";"2014";"2011";"Testo definitivo";"2011";"F01L";"28/03/2011";"SI";
"COMMERCIO E SERVIZI";"26/04/2012";"";"F";"";"2012";"Verbale Integrativo";"2012";"H011";"28/03/2012";"";
"RECAPITO CORRISPONDENZA";"01/01/2010";"31/12/2012";"I";"2012";"2012";"Accordo di rinnovo";"2010";"V311";"28/03/2012";"SI";
"BANCARI: UFF. ITALIANO CAMBI Dirigenti";"01/01/1991";"31/12/1993";"C";"1993";"1992";"Accordo di rinnovo";"1991";"J2B1920";"28/04/1992";"";
"SIAE (SOCIETA' ITALIANA AUTORI ED EDITORI)";"";"";"C";"";"1998";"Verbale integrativo";"";"G411980";"28/04/1998";"";
"AGENZIE FISCALI";"";"";"C";"";"2008";"Verbale Integrativo";"";"S431081";"28/04/2008";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"28/04/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"28/04/2010";"";
"ISTITUTI PER IL SOSTENTAMENTO DEL CLERO";"01/06/2010";"31/12/2013";"I";"2013";"2011";"Testo definitivo";"2010";"V511";"28/04/2011";"SI";
"TURISMO - CISAL (fino a 14 dipendenti)";"01/06/1992";"31/05/1994";"C";"1994";"1992";"Testo definitivo";"1992";"H055920";"28/05/1992";"";
"TEATRI: Personale non Artistico";"01/04/1995";"31/03/1999";"C";"1999";"1996";"Accordo di rinnovo";"1995";"G311960";"28/05/1996";"";
"IMPRESE FORNITRICI LAVORO TEMPORANEO";"01/06/1998";"31/12/1999";"C";"1999";"1998";"Testo definitivo";"1998";"V211980";"28/05/1998";"";
"ENTI PREVIDENZIALI PRIVATIZZATI";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"T411020";"28/05/2002";"";
"CHIMICO FARMACEUTICA e AFFINI: Industrie";"";"";"C";"";"2004";"Verbale integrativo";"";"B011041";"28/05/2004";"";
"TESSILI ABBIGLIAMENTO: Industrie";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"D014040";"28/05/2004";"";
"TESSILI SETA: Fil. Cascami  Trattura e Torcitura  Fil. Serica";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"D051041";"28/05/2004";"";
"TESSILI FIBRE TESSILI: Industrie";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"D082040";"28/05/2004";"";
"TESSILI VARI: Industrie";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"D0H1041";"28/05/2004";"";
"AGENZIE FISCALI";"01/01/2002";"31/12/2005";"C";"2005";"2004";"Testo definitivo";"2002";"S431040";"28/05/2004";"";
"PORTUALI: Lavoratori dei Porti";"01/01/2007";"31/12/2008";"C";"2008";"2007";"Economico 2. biennio";"2007";"I5G1070";"28/05/2007";"";
"LEGNO  ARREDAMENTO: Industrie";"01/01/2008";"31/03/2012";"C";"2012";"2008";"Accordo di rinnovo";"2008";"F051";"28/05/2008";"";
"STRUTTURE LABORATORISTICHE E AMBULATORIALI PRIVATE";"";"31/03/2012";"F";"2012";"2009";"Verbale Integrativo";"";"T158";"28/05/2009";"";
"TURISMO (AZIENDE CONFCOMMERCIO)";"01/01/2010";"30/04/2013";"I";"2013";"2010";"Accordo di rinnovo";"2010";"H052";"28/05/2010";"SI";
"STUDI REVISORI LEGALI";"01/07/2010";"30/06/2013";"I";"2013";"2010";"Testo definitivo";"2010";"H478";"28/05/2010";"SI";
"CENTRI DI ELABORAZIONE DATI";"01/04/2012";"31/03/2015";"I";"2015";"2012";"Accordo di rinnovo";"2012";"H601";"28/05/2012";"SI";
"MARITTIMI: Tecnici e Amministrativi TELEMAR";"01/01/1985";"31/12/1987";"C";"1987";"1985";"Testo definitivo";"1985";"I401850";"28/06/1985";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/02/1994";"31/01/1998";"C";"1998";"1994";"Testo definitivo";"1994";"G211940";"28/06/1994";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/01/1994";"31/01/1998";"C";"1998";"1994";"Accordo di rinnovo";"1994";"G211941";"28/06/1994";"";
"ASSICURAZIONI: Cooperative e Confesercenti";"01/01/1994";"31/12/1997";"C";"1997";"1995";"Accordo di rinnovo";"1994";"J126950";"28/06/1995";"";
"ASSICURAZIONI: Cooperative e Confesercenti";"01/01/1994";"31/12/1997";"C";"1997";"1995";"Testo definitivo";"1994";"J126951";"28/06/1995";"";
"FUNIVIE TERRESTRI ED AEREE";"01/05/1996";"30/04/1998";"C";"1998";"1996";"Economico 2. biennio";"1996";"I911960";"28/06/1996";"";
"PIASTRELLE E REFRATTARI: Industrie";"01/07/2000";"30/06/2002";"C";"2002";"2000";"Economico 2. biennio";"2000";"B122000";"28/06/2000";"";
